course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean
NIGK23009U - SCIENCE,Rural Landscapes: Transformation and Governance,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"Rural landscapes cover more than a third of the earth and contribute most of the food and fiber consumed by human populations. However, they also constitute an arena for a multitude of other activitie...",Assignment,Pass 95.65%,Median 7,Average 7.13
NIGK20001U - SCIENCE,Rural-Urban Transformations in the Global South,Master,ECTS: 7.5,Block(s): 4,Group(s): B,The aim of the course is to provide an in-depth theoretical and empirical understanding of contemporary rural and urban transformations in the Global South. The course provides a critical overview of ...,Oral (20m),Pass 100%,Median 7,Average 7.38
NGEA04066U - SCIENCE,Samfundsmæssigt væsentlige stofstrømme (SVS),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,"Kurset giver en grundliggende indføring i samfundsmæssige vigtige stofstrømme herunder vand, kulstof, kvælstof, fosfor og tungmetaller. Kurset fokuserere på miljøforhold i et ressource- og forvaltings...",Oral (20m),Pass 100%,Median 10,Average 9.45
NIGB24005U - SCIENCE,Samfundsmæssigt væsentlige stofstrømme (SVS) - version for gymnasielærere,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,"Kurset giver en grundliggende indføring i samfundsmæssige vigtige stofstrømme herunder vand, kulstof, kvælstof, fosfor og tungmetaller. Kurset fokuserere på miljøforhold i et ressource- og forvaltning...",Oral (20m),Pass N/A,Median N/A,Average N/A
LOJB10234U - SCIENCE,Samfundsøkonomi,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,Kurset giver en bred introduktion til grundlæggende og centrale samfundsøkonomiske emner. Disse emner spiller samtidig en central rolle i den offentlige debat og er af afgørende betydning for det økon...,ITX (3h),Pass 86.21%,Median 7,Average 5.64
NMAA09014U - SCIENCE,Sandsynlighedsregning og statistik (SS),Bachelor,ECTS: 7.5,Block(s): 2-3,Group(s): B,Kurset giver en introduktion til sandsynlighedsregning og statistik og omfatter følgende emner:Stokastiske variable og deres sandsynlighedsfordelingerDiskrete og kontinuerte fordelingerMiddelværdi og ...,Written (4h),Pass 64.58%,Median 4,Average 4.66
NMAB10004U - SCIENCE,Sandsynlighedsregning og statistik 2 (SS2),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A," Diskret sandsynlighedsteori og kombinatorik.Betingning og uafhængighed.Store Tals Lov.Lineær regression.Hypotesetest og konfidensintervaller baseret på diskrete fordelinger, bootstrap og permutation....",Assignment (27h),Pass 100%,Median 10,Average 9.56
NMAB21015U - SCIENCE,Sandsynlighedsteori (Sand),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,Kurset giver en introduktion til sandsynlighedsteori i en målteoretisk ramme. Der er speciel fokus på centrale resultater af general betydning inden for matematik og statistik.KursusindholdDefinition ...,Written (4h),Pass 71%,Median 4,Average 4.96
NMAB22013U - SCIENCE,Sandsynlighedsteori 2 (Sand 2),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,Kurset bygger videre på SAND og giver en fundamental indføring i avancerede sandsynlighedsteoretiske begreber af central betydning for anvendelser og anden matematisk og statistisk teori.L2 og Hilbert...,Written (4h),Pass 70.99%,Median 4,Average 4.75
NIGK22000U - SCIENCE,Satellite Image Processing and Analysis in the Big Data Era,Master,ECTS: 7.5,Block(s): 4,Group(s): A,"In this course, you will learn how to extract relevant variables and analyze patterns from the rapidly expanding data of Earth observation satellites. Alongside geo-coding and reviewing satellite imag...","Assignment
Oral (20m)",Pass 88.89%,Median 10,Average 9.11
NNDK24000U - SCIENCE,Science and Technology Communication,Master,ECTS: 7.5,Block(s): 2,Group(s): B,"The global problems we face, such as climate change, the biodiversity crisis, or habitat loss, call for a new agenda for science and technology communication. This course addresses that agenda in two ...",Oral (30m),Pass 100%,Median 10,Average 9.73
NDAA07012U - SCIENCE,Scientific Computing,Master,ECTS: 7.5,Block(s): 1,Group(s): C,This course teaches numerical computational techniques that are used universally throughout all branches of natural sciences and engineering. We teach the fundamental principles and derive central com...,Continuous Assesment,Pass 95.77%,Median 12,Average 10.15
NKEA09010U - SCIENCE,"Scientific Writing, Planning and Presentation",Master,ECTS: 7.5,Block(s): 1,Group(s): B,"The course addresses higher-level aspects of scientific communication (both written and oral) required by a master’s student. Scientific writing should be seen as a process, not a product, so the focu...",Continuous Assesment,Pass 90%,Median 10,Average 8.18
NDAK24004U - SCIENCE,Search Engines (SE),Master,ECTS: 7.5,Block(s): 4,Group(s): B,"The course objective is to offer an advanced introduction into search engines. The goal is to understand and model how search engines collect information, transform it and store it internally, and the...",Oral (20m),Pass N/A,Median N/A,Average N/A
NIGB21019U - SCIENCE,Sedimentologi - jordens overfladeprocesser og materialer,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,"Kurset giver en introduktion til dannelse, transport og aflejring af partikler (sediment) på jordens overflade. Processer som fører til dannelsen af sedimentære bundformer og strukturer behandles, lig...",Oral (20m),Pass 100%,Median 10,Average 8.03
NDAA08006U - SCIENCE,Semantics and Types (SaT),Master,ECTS: 7.5,Block(s): 3,Group(s): C,The aim of the course is to introduce students to the fundamental concepts and tools of modern programming-language theory. This includes the relevant descriptive approaches (formal semantics and type...,Assignment (32h),Pass 76.92%,Median 4,Average 5.73
NMAK20002U - SCIENCE,Semiparametric Inference,Master,ECTS: 7.5,Block(s): 3,Group(s): C,Hilbert spaceSemi-parametric modelParametric submodelEfficient influence functionM-estimatorsTargeted MLEAspects of practical implementation and analysis in R. Modern statistical methods use semiparam...,Written (4h),Pass 70%,Median 5.5,Average 4.9
NBIK15019U - SCIENCE,Sensory Biology,Master,ECTS: 7.5,Block(s): 3,Group(s): C,"Animal senses can be divided into photoreception (vision and general light sensing), chemoreception (smell and taste), mechanoreception (hearing, touch, gravity sensing etc.), electroreception (sensin...",Oral (20m),Pass 96.15%,Median 10,Average 8.96
NFOB15008U - SCIENCE,Sensory Evaluation of Food,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,"Meet the fascinating world of Sensory Science, where humans are the ultimate instruments to experience and evaluate food quality. We will take you on a journey to learn about the senses, how to use th...",ITX (2h),Pass 97.14%,Median 10,Average 9.34
NDAA09027U - SCIENCE,Signal and Image Processing (SIP),Master,ECTS: 7.5,Block(s): 3,Group(s): A,"The course introduces basic computational, statistical, and mathematical techniques for representing, modeling, and analysing signals and images. Signals and images are measurements, which are correla...",Continuous Assesment,Pass 100%,Median 7,Average 8.3
NBIA07020U - SCIENCE,Signaltransduktion,Bachelor,ECTS: 15,Block(s): 4,Group(s): Other,"Videregående teoretisk kursus i den del af den molekylære biologi, der omhandler mammale cellulære signaleringsnetværk og deres kontrol af cellulære funktioner. Kurset sigter også på at træne de stude...",Written (3h),Pass 100%,Median 10,Average 9.68
LNAK10052U - SCIENCE,Silviculture of Temperate Forests,Master,ECTS: 7.5,Block(s): 2,Group(s): A,The aim of the course is to attain scientific knowledge and understanding of forest ecosystem processes and related carbon dynamics as basis for the development of management interventions for the sus...,"Assignment
Oral (30m)",Pass 92.31%,Median 10,Average 8.46
NDAK23003U - SCIENCE,Simulation-based Reinforcement Learning (SiRL),Master,ECTS: 7.5,Block(s): 4,Group(s): A,Combining physical simulation with machine learning opens up the possibility of solving a large repertoire of challenges that previously have been impossible to solve. It is a future-enabling technolo...,Oral (30m),Pass N/A,Median N/A,Average N/A
NIGB14001U - SCIENCE,Skadedyr og sygdomme på skov- og bytræer,Bachelor,ECTS: 7.5,Block(s): Summer,Group(s): C,"Kurset tager udgangspunkt i insekt- og svampeskader, men omfatter også abiotiske skader som vind, tørke og frost, herunder klimafaktorers betydning for skadevoldere. Undervisningen omfatter diagnostic...","Oral (25m)
Assignment",Pass 100%,Median 10,Average 9.5
LSLS20155U - SCIENCE,Skov og landskab,Bachelor,ECTS: 30,Block(s): 1-2,Group(s): Other,"Kurset har til formål at give et naturfagligt grundlag, som kan bringes i anvendelse i forbindelse med skovdyrkning og i forbindelse med natur- og landskabsplejeVedplanternes botanik (sommer)Vedplante...","Assignment
Oral (30m)",Pass 100%,Median 10,Average 7.93
LSLS10155U - SCIENCE,Skov og landskab,Bachelor,ECTS: 30,Block(s): 1-2,Group(s): Other,"Kurset har til formål at give et naturfagligt grundlag, som kan bringes i anvendelse i forbindelse med skovdyrkning og i forbindelse med natur- og landskabsplejeVedplanternes botanik (sommer)Vedplante...","Assignment
Oral (30m)",Pass 100%,Median 10,Average 7.93
LSLS10056U - SCIENCE,Skovdrift og Samfund,Bachelor,ECTS: 15,Block(s): 1,Group(s): A,Opfølgning på praktikMålsætning for skovdriften - strategiske planniveauerSkovøkonomiske beregninger og beskatning i skovbrugetÅrsplanen og budgettering af driften på kort (1 år) sigtDriftsplanen og b...,Oral (30m),Pass 100%,Median 5.5,Average 6
LSLS20056U - SCIENCE,Skovdrift og Samfund,Bachelor,ECTS: 15,Block(s): 1,Group(s): A,Opfølgning på praktikMålsætning for skovdriften - strategiske planniveauerSkovøkonomiske beregninger og beskatning i skovbrugetÅrsplanen og budgettering af driften på kort (1 år) sigtDriftsplanen og b...,Oral (30m),Pass 100%,Median 5.5,Average 6
LSLS20046U - SCIENCE,Skovdyrkning,Bachelor,ECTS: 15,Block(s): 3-4,Group(s): A,"Etablering af bevoksninger i skov og på åbent land: Træartsvalg. Plantning. Såning. Naturlig foryngelse. Valg af plantemateriale; frøbehandling og planteskole. Arealforberedelse; kvasbehandling, jordb...",Oral (30m),Pass 97.3%,Median 7,Average 6.89
LSLS10046U - SCIENCE,Skovdyrkning,Bachelor,ECTS: 15,Block(s): 3-4,Group(s): A,"Etablering af bevoksninger i skov og på åbent land: Træartsvalg. Plantning. Såning. Naturlig foryngelse. Valg af plantemateriale; frøbehandling og planteskole. Arealforberedelse; kvasbehandling, jordb...",Oral (30m),Pass 97.3%,Median 7,Average 6.89
NBIK14010U - SCIENCE,Social Behaviour and Communication,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"Wildlife population sizes have decreased by an astonishing 68% on average since 1970. By contrast, the numbers of domestic animals are as high as ever, but they often suffer from poor welfare. This co...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 9.92
NIGB21032U - SCIENCE,"Socialgeografi – sted, rum og ulighed",Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,"Kurset giver en indføring i grundlæggende socialgeografiske begreber og teorier. Der lægges vægt på, at den studerende i et betydeligt omfang lærer  at identificere og redegøre for relevante teorier o...",Oral (20m),Pass 100%,Median 12,Average 10.44
NDAK23004U - SCIENCE,Societal Consequences of Information Technology (SoCIT),Master,ECTS: 7.5,Block(s): 1,Group(s): B,"Technical systems, no matter how well intended, can often fail in real-world implementation in different ways (consider sundhedsplatformen, MitID, etc). This course will explore the reasons for succes...",Assignment,Pass 86.67%,Median 10,Average 8.62
NDAB22007U - SCIENCE,Software Development for Digital Health,Bachelor,ECTS: 7.5,Block(s): 1-2,"Group(s): A, B, C",The course provides an introduction to the elementary elements in the development of IT systems in the healthcare system. The course focuses on system development and software engineering techniques: ...,"Assignment
Oral",Pass 94.59%,Median 10,Average 8.8
NDAK20001U - SCIENCE,Software Engineering and Architecture (SEA),Master,ECTS: 15,Block(s): 3-4,Group(s): A,"Software engineering represents the principles, methods, tools, and techniques involved in the design, development, implementation, and maintenance of software systems.The software architecture of a s...",Oral (25m),Pass 88.14%,Median 7,Average 6.91
NDAK21007U - SCIENCE,Software Security (SOS),Master,ECTS: 7.5,Block(s): 1,Group(s): B,The course is focused on software security studied from a programming language perspective. The course will present a variety of techniques based on programming language semantics that serve to improv...,Oral (30m),Pass 86.67%,Median 7,Average 7.92
NDAB15011U - SCIENCE,Softwareudvikling (SU),Bachelor,ECTS: 15,Block(s): 3-4,Group(s): B,"Kurset introducerer studerende til fundamentale teknikker og værktøjer indenfor softwareudvikling. Emnerne i kurset inkluderer værktøjer, miljøer og metoder til udvikling, kvalitetssikring og vedligeh...",Assignment (20m),Pass 66.88%,Median 10,Average 8.53
NPLK14021U - SCIENCE,Soil and Water Pollution - Concepts and Theory,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"Review of the biogeochemistry of soils and natural waters critical for pollutant fate and effects. Environmental microbiology: microbial community theory, terrestrial and aquatic microbial lifestyles ...","ITX
Continuous Assesment",Pass 100%,Median 7,Average 6.91
NPLK14029U - SCIENCE,Soil and Water Pollution - Experimental Assessment,Master,ECTS: 7.5,Block(s): 2,Group(s): C,This is an experimental method-based course covering key soil and water chemical and microbiological topics. The aim of the course is to give the students practical and theoretical skills regarding me...,Oral (30m),Pass 96.67%,Median 10,Average 8.52
NBIK14007U - SCIENCE,Soil Biology,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Lectures, demonstrations, student presentations, discussion classes, project work with focus on:1) Soil organisms: The unsurpassed diversity of soil organisms, bacteria; fungi, incl. mycorrhiza; preda...","Written (2h)
Oral (20m)",Pass 100%,Median 10,Average 9.13
NIGK17011U - SCIENCE,Spatial and Temporal Pattern Analysis,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"The purpose of this course is to introduce students to the concepts, terminology and methods related to analysis of spatial and temporal patterns in digital data.The course is composed of a mix of lec...","Assignment
Oral (20m)",Pass 95.83%,Median 10,Average 9.29
NNEB20000U - SCIENCE,Sport Psychology and Identity,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,"The course provides an introduction to sport and exercise psychology and associated psychological theories and methods. Theories will be related to various contexts, including elite sport, sport and e...",Assignment,Pass 100%,Median 10,Average 8.77
NNEB22003U - SCIENCE,Sportsernæring,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"Fysiologiske principper og videnskabelig dokumentation vil danne basis for undervisningen om den aktive idrætsudøvers kost, og for forståelsen for sammenspil mellem fysisk aktivitet og kost. Emner der...",Assignment (3d),Pass 68.42%,Median N/A,Average N/A
NMAK20003U - SCIENCE,Statistics A,Master,ECTS: 7.5,Block(s): 2,Group(s): B,"Conditional distributions based on densities, including conditioning in the Gaussian distributionHierarchical/mixed-effects models (theoretical and practical aspects)Bayesian analyses and computations...","Written (3h)
Continuous Assesment",Pass 91.53%,Median 7,Average 6.37
NMAK20004U - SCIENCE,Statistics B,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"The course covers a number of modern statistical models and methods, mathematical methods for analyzing them and mathematical relations between the different methods.The course will cover the followin...",Written (3h),Pass 73.08%,Median 2,Average 4.08
NMAK14029U - SCIENCE,Statistics for Bioinformatics and eScience (StatBI/E),Master,ECTS: 7.5,Block(s): 2,Group(s): C,"The course will take the participants through the following content: Standard discrete and continuous distributions, descriptive methods, Bayes’ theorem, conditioning, independence, and selected proba...",Continuous Assesment,Pass 97.37%,Median 10,Average 8.24
NMAK24005U - SCIENCE,Statistics for Insurance (StatIns),Master,ECTS: 15,Block(s): 1-2,Group(s): C,"This course provides students with a solid understanding and practical skills in statistical analysis for insurance data, with a specific focus on non-life insurance, reserving, and life insurance.Stu...","Written (4h)
Continuous Assesment",Pass 79.49%,Median 7,Average 6.05
NBIA08011U - SCIENCE,Statistics for Molecular Biomedicine,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"The course is an introduction to statistics aimed for students of medical and biological sciences. An important part of the course is to learn the practical application of statistics using R, which is...",Oral (20m),Pass 96.77%,Median 12,Average 9.81
NBIB24006U - SCIENCE,Statistik for bioinformatikere,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,Dette kursus er en introduktion til statistik for bioinformatik studerende. Det er et praktisk kursus i dataanalyse som introducerer de fundamentale emner inden for anvendt statistik. I kurset vil vi ...,Assignment,Pass 100%,Median N/A,Average N/A
NMAA08015U - SCIENCE,Statistik for biokemikere (StatBK),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,Beskrivende statistikNormalfordelingenAnalyse af en og to stikprøverVariansanalyseLineær og ikke-lineær regressionIntroduktion til R,Written (4h),Pass 87.18%,Median 4,Average 5.13
LMAB10069U - SCIENCE,Statistisk dataanalyse 1 (StatDat1),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): C,"BinomialfordelingenTosidede antalstabellerNormalfordelingenStatistiske grundbegreber (variation, statistisk model, estimation, test, konfidensintervaller)Sammenligning af stikprøverEn- og tosidet vari...",Written (4h),Pass 77.63%,Median 7,Average 5.58
NFYB10026U - SCIENCE,Statistisk fysik (StatFys),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,Introduktion til statistiske metoder i fysikken. Hovedeksempler er:1) Kvantestatistik og entropi.2) Mikrokanonisk ensemble.3) Statistisk fysik og termodynamik.4) Tilstandssummer og fordelingsfunktione...,Written (4h),Pass 88.98%,Median 7,Average 7.09
NMAB22015U - SCIENCE,Statistiske metoder (StatMet),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,Kurset introducerer en række praktiske og teoretiske værktøjer til at lave statistiske dataanalyser. Der lægges vægt på at sætte den studerende i stand til at bruge det statistiske software R effektiv...,Continuous Assesment,Pass 100%,Median 7,Average 8.2
NNDK20005U - SCIENCE,STEM-didaktik,Master,ECTS: 15,Block(s): 1-2,Group(s): Other,"På dette kursus udvikler du dit kendskab til, og din evne til at bruge, STEM-didaktisk forskning og metode. Du bliver blandt andet i stand til at reflektere, analysere og diskutere muligheder og udfor...",Oral (30m),Pass 100%,Median N/A,Average N/A
NNDK20001U - SCIENCE,STEM-faglig praksis- og kulturudvikling,Master,ECTS: 15,Block(s): 3-4,Group(s): Other,"Kurset beskæftiger sig med faglige traditioner inden for didaktiske undersøgelser og udviklingsarbejder, herunder forskningsmetodiske og praksisorienterede problemstillinger af relevans for STEM-didak...",Assignment (45m),Pass 100%,Median 12,Average 10.17
NFYB16004U - SCIENCE,Stjerner og planeter (Astro2),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Forståelse af de grundlæggende fysiske egenskaber og processer, der bestemmer stjerner og planeters opbygning og udvikling. Kendskab til hhv. planeters og stjerners opbygning som funktion af deres mas...",Oral (20m),Pass 100%,Median 10,Average 10.1
NMAK24000U - SCIENCE,Stochastic Processes in Continuous Time,Master,ECTS: 7.5,Block(s): 1,Group(s): A,This course examines mathematical concepts for stochastic calculus. The topics includeIntroduction to continuous time stochastic processesDefinition and properties of Brownian motionSemimartingalesSto...,Oral (30m),Pass 100%,Median N/A,Average N/A
NMAA05115U - SCIENCE,Stochastic Processes in Life Insurance (LivStok),Master,ECTS: 7.5,Block(s): 1,Group(s): C,Finite variation processesMarkov processesSemi-Markov processesMartingale methods in life insuranceInference for models of counting processes,Oral (30m),Pass 98.15%,Median 10,Average 8.17
NIGK23010U - SCIENCE,Strategic Planning for Urban Nature,Master,ECTS: 15,Block(s): 2,Group(s): A,"The ""re-naturing"" of cities has come to the fore-front of urban planning the world over. From Singapore to Copenhagen, city leaders have implemented large-scale campaigns to green urban landscapes and...","Oral (15m)
Oral (10m)",Pass 96.97%,Median 10,Average 9.13
LSLS20172U - SCIENCE,Strategisk ledelse og kommunikation,Bachelor,ECTS: 15,Block(s): 3,Group(s): A,"Kurset indeholder 3 hovedemner og en logbog, som alle bliver introduceret i begyndelse af kurset.Videnskabsteori: Introduktion til videnskabsteori med vægt på problemformulering, metode, undersøgelses...","Assignment
Oral (1h)",Pass 100%,Median 10,Average 9.39
LSLS10172U - SCIENCE,Strategisk ledelse og kommunikation,Bachelor,ECTS: 15,Block(s): 3,Group(s): A,"Kurset indeholder 3 hovedemner og en logbog, som alle bliver introduceret i begyndelse af kurset.Videnskabsteori: Introduktion til videnskabsteori med vægt på problemformulering, metode, undersøgelses...","Assignment
Oral (1h)",Pass 100%,Median 10,Average 9.39
NNEK24008U - SCIENCE,Strength Training and Motor Control,Master,ECTS: 7.5,Block(s): 4,Group(s): A,The course focuses on morphological and physiological factors of importance for muscle strength as well as the neurobiological basis for motor control and skills. The course aims to promote both a det...,Assignment (3d),Pass N/A,Median N/A,Average N/A
NBIA05014U - SCIENCE,Structural Bioinformatics,Master,ECTS: 7.5,Block(s): 2,Group(s): B,The course is divided in two parts: the structural bioinformatics of proteins (2/3) and of RNA (1/3). Overview of protein structure: from chemical properties over protein physics to mathematical repre...,Assignment (173h),Pass 92.73%,Median 10,Average 7.47
NKEK12008U - SCIENCE,Structural Tools in Nanoscience,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"The purpose of the course is to give an introduction to modern structural characterization tools in nanoscience and how these are applied in current research. During the course, we will discuss some o...",Oral (25m),Pass 87.5%,Median 10,Average 7.22
NNEK23006U - SCIENCE,Study Design in Human Nutrition,Master,ECTS: 7.5,Block(s): 4,Group(s): B,"The course will focus on design of human nutrition studies, nutritional epidemiology, data handling and presentation, and protocol development. Through lectures, quizzes, exercises, R-tutorials and tw...",Oral (25m),Pass 96.97%,Median 10,Average 8.21
NIDB12001U - SCIENCE,Styrketræning (PT-Styrke),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Kurset består af en forelæsningsrække og en praktisk del. I den teoretiske del bliver teorier omkring styrketræning, adaptationer til styrketræning og evaluering af styrke hos forskellige målgrupper g...",Assignment (25m),Pass 90.48%,Median 7,Average 5.57
NDAK17002U - SCIENCE,Subjects in Blockchain Technology (SBT),Master,ECTS: 7.5,Block(s): 3,Group(s): A,"The term blockchain encompasses decentralised peer-to-peer systems maintaining a joint ledger (log of events) without central control or privileged platform providers or users, as well as applications...",Oral (20m),Pass 100%,Median 7,Average 8.2
NIFK23010U - SCIENCE,Success and Failure in Environmental and Climate Policy,Master,ECTS: 7.5,Block(s): 4,Group(s): A,"The world is facing a number of urgent environmental and climate crises. National, regional and local governments as well as the European Union and international organisations have addressed environme...",Assignment,Pass N/A,Median N/A,Average N/A
NNEB21006U - SCIENCE,"Sundhed, ernæring og livskvalitet",Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Kurset belyser, hvordan sundhedsadfærd (herunder kost, alkohol, motion og rygning), vaner og levevilkår påvirker sundhed, livskvalitet, livsstilsygdomme og dødelighed i den danske befolkning. Der vil ...",Oral (20m),Pass 95%,Median 10,Average 8.55
NDAK18002U - SCIENCE,Sundheds-it infrastruktur,Master,ECTS: 10,Block(s): 1-2,Group(s): C,Formålet med kurset er at give de studerende viden omkring komplekse tekniske og organisatoriske sammenhænge i sundheds-it infrastrukturer. Kurset fokuserer på samspillet mellem system- og information...,Assignment (20m),Pass 97.06%,Median 10,Average 8.29
NDAB20010U - SCIENCE,Sundhedsdata og interoperabilitet,Bachelor,ECTS: 10,Block(s): 3,Group(s): B,"Høj kvalitet af sundhedsdata har afgørende betydning for behandlingskvalitet, patientsikkerhed, sammenhæng i patientforløb, afregning, kvalitetssikring og forskning. Vurdering af datakvalitet samt pål...",Oral (20m),Pass 94.44%,Median 10,Average 8.37
NKEB13017U - SCIENCE,Supramolecular and Macromolecular Chemistry (KemiSM),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Macrocyclic compounds, including host molecules for cations, anions, and neutral molecules.Mechanically interlocked molecules (catenanes and rotaxanes).Template-directed synthesis.Self-organization an...",Assignment,Pass 100%,Median 7,Average 7.61
NIGK15027U - SCIENCE,Surface Hydrology,Master,ECTS: 7.5,Block(s): 3,Group(s): B,The course adds on to fundamental understanding of surface hydrology and addresses interactions between hydrology and carbon cycle processes. The course’s focus is on measurements and estimation of pr...,"Assignment
Oral (20m)",Pass 94.44%,Median 10,Average 9.22
NMAK16019U - SCIENCE,Survival Analysis,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Survival analysis or failure time data analysis means the statistical analysis of data, where the response of interest is the time from a well-defined time origin to the occurrence of some given event...",Assignment (3d),Pass 69.23%,Median 4,Average 5.54
NKEB25004U - SCIENCE,Sustainable Chemistry,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,The course will give an  introduction to green and sustainable chemistry. This will be done by lectures and mandatory student paper presentation. Topics will include:Atom economyWastemanagement and Pr...,Oral (20m),Pass 90.91%,Median 10,Average 8.48
NNEK20003U - SCIENCE,Sustainable Food Systems and Diets,Master,ECTS: 7.5,Block(s): 4,Group(s): C,Sustainable food systems and diets is and interdisciplinary course offered in collaboration by four Departments at Science KU. Based on a systemic understanding of the food system as a complex web of ...,Assignment,Pass 86.27%,Median 7,Average 5.56
NFOK20003U - SCIENCE,Sustainable Innovation in Food Science,Master,ECTS: 7.5,Block(s): 4,Group(s): C,The course aims to provide the students with an understanding of sustainable innovation in the food chain and sector; e.g. gentle food processing technologies and circular business models that result ...,Oral (15m),Pass 96.77%,Median 12,Average 10.4
NFOK24003U - SCIENCE,Sustainable Processing and Production Systems,Master,ECTS: 7.5,Block(s): 4,Group(s): A,This is a theoretical course that will give the students' knowledge about sustainability assessments of production systems.Students will learn life cycle assessment methodology and principles of susta...,Oral (15m),Pass N/A,Median N/A,Average N/A
NIFK23001U - SCIENCE,Systems of Sustainable Forest Management,Master,ECTS: 7.5,Block(s): 1,Group(s): C,This course introduces you to sustainable forest management’s biophysical and political foundations. Emphasis is on the biological definitions and silvicultural systems of sustainable forest managemen...,Assignment,Pass 100%,Median 10,Average 8.47
LNAB10020U - SCIENCE,"Tema: Natur, miljø og samfund",Bachelor,ECTS: 15,Block(s): 2,Group(s): A,"Kurset sigter efter at give kompetencer til at anvende egen faglighed i et tværfagligt samarbejde. Kurset rummer udvalgte dele af den generelle miljø- og naturforvaltning, som bl.a. tjener til at illu...",Oral (20m),Pass 100%,Median 12,Average 10.48
NPLB25000U - SCIENCE,Tema: Plante- og miljøvidenskab,Bachelor,ECTS: 15,Block(s): 2,Group(s): A,"Det overordnede formål med kurset er, at de studerende skal arbejde eksperimentelt og teoretisk med konkrete og relevante problemstillinger relateret til plante- og miljøvidenskab. Der fokuseres på me...",Assignment,Pass N/A,Median N/A,Average N/A
NIGK14057U - SCIENCE,Temakursus llB: Rurale landskaber - Forvaltning og Planlægning,Master,ECTS: 15,Block(s): 4,Group(s): Other,"Kurset omfatter forvaltning af rurale landskaber med fokus på mål, midler og løsninger på forvaltnings- og planopgaver.Kurset består af to dele: En introduktion og en problembaseret projektdel. Første...","Oral (15m)
Assignment",Pass 100%,Median 7,Average 7.73
NNEK24012U - SCIENCE,"Teori 1: Bevægelse, kultur og uddannelse",Master,ECTS: 7.5,Block(s): 1,Group(s): B,"Kurset kobler teoretisk viden om uddannelse, dannelse, kultur og kropslig læring med oplevelsesbaseret viden ('embodied knowing') om idræts- og bevægelsespraksis. Der lægges vægt på kropslig bevidsthe...",Assignment,Pass 96.43%,Median 7,Average 6.39
NNEK24013U - SCIENCE,"Teori 2: Idræt, politik og velfærd",Master,ECTS: 7.5,Block(s): 2,Group(s): B,"Anvendelse af sociologisk og politisk teori på sociologiske problematikker i idræt mellem stat, marked og civilsamfund. Indsigt i kommunal forvaltnings opbygning og praksis samt politikker hvor idræt ...",Assignment,Pass 94.74%,Median 7,Average 7.98
NMAK22016U - SCIENCE,Term Structure Models,Master,ECTS: 7.5,Block(s): 4,Group(s): A,This course gives the student an in depth overview of dynamic arbitrage free models of the term structure of interest rates in continuous time. The course will focus both on theoretical aspects as wel...,Oral (25m),Pass 92.31%,Median 10,Average 8.31
NFYB20002U - SCIENCE,Termodynamik (Termo),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset introducerer termodynamikken (varmelæren), både fra den klassiske (Boltzmann/Gibbs) og fra den moderne statistisk mekaniske synsvinkel. Fundamentet for at bestemme hvad der sker i en given term...",Written (4h),Pass 75.59%,Median 7,Average 6.01
NKEB19001U - SCIENCE,Termodynamik og Kinetik (TermoKin),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,"Teoretisk kursus i grundlæggende termodynamik og reaktionskinetik med hovedvægt på de termodynamiske hovedsætninger, kemisk ligevægt, transportligninger for gasser og væsker samt kemisk kinetik. Kurse...","ITX (4h)
Continuous Assesment",Pass 88.1%,Median 10,Average 7.79
