course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean,fail_pct
NIGK21035U - SCIENCE,Past Climate,Master, 7.5,1, C,"The course is composed of theory and case-studies. The theory part comprises an introduction to selected climate archives, marine and terrestrial system processes, and additional proxies. Important se...","Assignment
Oral (20m)",Pass 100%, 12, 11,0.0
NIGK23008U - SCIENCE,"People, Nature and Recreation",Master, 7.5,3, B,"The course is a problem and knowledge based course, which offers you a unique insight in the linkages between peoples’ recreational use of nature and the sustainable management and planning of nature ...",Oral (25m),Pass 100%, 10, 9.91,0.0
NIFK23005U - SCIENCE,"People, Poverty and Environmental Change",Master, 7.5,2, A,"The world is experiencing rapid and unprecedented changes, including the depletion of environmental resources. This has profound adverse effects on people and communities who rely on these resources f...",Assignment,Pass 96.88%, 10, 9.78,3.1200000000000045
NPLK14006U - SCIENCE,"Pesticide Use, Mode of Action and Ecotoxicology",Master, 7.5,3, A,"This course covers the science behind the development of pesticides, their use in natural, agricultural and civic environments, their modes of action, their effect on humans and the environment and th...",Oral (20m),Pass 100%, 10, 8.89,0.0
NNEK24005U - SCIENCE,Physical Activity and Health - Brain and Cardiovascular System,Master, 7.5,3, B,The student will gain insight into the physiological processes that underlie the beneficial effects of physical activity on cardiovascular and neural health. The students will learn to recognize the e...,Oral (30m),Pass 100%, 10, 9.57,0.0
NFYK23005U - SCIENCE,Physical Implementations of Quantum Information Processing,Master, 7.5,2, A,"Quantum information processing aims at exploiting the laws of quantum mechanics to solve tasks which are impossible with the technologies we have to day. To realise these applications, it is essential...",Oral (30m),Pass 91.43%, 7, 7.4,8.569999999999993
NFYK14009U - SCIENCE,Physics of Molecular Diseases,Master, 7.5,4, B,"Diseases are complex dynamical processes, that are often caused by disregulations at the molecular and cellular levels. With the current developments in biology and physics we are at the point where q...",Oral (20m),Pass 100%, 10, 8.86,0.0
NFYK24002U - SCIENCE,Physics of Nonequilibrium Systems,Master, 7.5,3, A,"Most phenomena in nature take place under non-equilibrium conditions which, for instance, can be associated to temperature, electrical field, or concentration gradients. They are driven by thermodynam...",Oral (30m),Pass 100%, 12, 10.6,0.0
NBIB13008U - SCIENCE,Physiology of Aquatic Animals,Bachelor, 7.5,2, B,The course aims to provide the student with detailed knowledge of different aspects of the physiology of aquatic animals – from shellfish to whales. The course will provide an understanding of the res...,"Written (2h)
Assignment",Pass 100%, 7, 7.88,0.0
NIGB15018U - SCIENCE,Plan og design 1,Bachelor, 15,1-2, A," Kurset er et studio-kursus der fungerer som introduktion til uddannelsen landskabsarkitektur. Her undersøger og udforsker vi grundlæggende viden, begreber og metoder indenfor landskabsarkitektur og b...",Oral (20m),Pass 100%, 10, 8.75,0.0
NIGB15019U - SCIENCE,Plan og design 2,Bachelor, 15,3-4, A,"Kurset er et studiokursus. Her undersøges og udforskes grundlæggende viden, begreber og metoder inden for landskabsarkitektur og planlægning. Det sker via projektarbejde og støttes af forelæsninger, t...",Assignment,Pass 94.12%, N/A, N/A,5.8799999999999955
NIGB21014U - SCIENCE,Planet Earth,Bachelor, 7.5,1, A,"Kurset giver en introduktion til geologiske materialer og processer, som har dannet vores planet fra c. 4,6 milliarder år siden frem til i dag. Kurset fungerer som en introduktion til faget geologi og...",Oral (20m),Pass 93.02%, 10, 8.33,6.980000000000004
NIGB14051U - SCIENCE,Planlægning af by og land: Aktører og processer,Bachelor, 7.5,1, A,"Kurset giver en indføring i de nyeste tendenser og teorier indenfor fysisk og strategisk planlægning. Den studerende får herigennem indblik i nøglebegreber, samt centrale politikker, aktører og proces...",Oral (20m),Pass 100%, 12, 11.22,0.0
LNAK10066U - SCIENCE,Planlægning i det åbne land,Master, 7.5,3, A,"Der er i stigende grad kamp om arealerne i det åbne land. Der skal være plads til de klassiske funktioner som produktion af fødevarer og træ, indvinding af råstoffer, natur, biodiversitet, rekreation,...",Assignment,Pass 100%, 10, 9.32,0.0
NIFK18001U - SCIENCE,Planning Interdisciplinary Research,Master, 7.5,1, C,"Are you gearing up to develop a research project, craft your MSc thesis, or perhaps frustrated by unsuccessful grant applications? Planning Interdisciplinary Research is designed to equip you with the...",Assignment,Pass 92.31%, 10, 8.23,7.689999999999998
NNMB22000U - SCIENCE,Plant Animal Interactions - an Evolutionary Approach,Bachelor, 7.5,1, A,"The course goal is to provide students with an overview of plant-animal interactions, how they evolve and their importance for human wellbeing, biodiversity, and climate changes. Thus, allowing studen...",Continuous Assesment,Pass 100%, 10, 10.29,0.0
NBIB22001U - SCIENCE,Plant Ecophysiology,Bachelor, 7.5,3, C,"The course focusses on plant ecophysiology in terrestrial ecosystems, with emphasis on the main physiological mechanisms in terrestrial plants and their responses and adaptation to climate change. In ...","ITX (3h)
Oral (25m)",Pass 84.62%, 4, 5.38,15.379999999999995
NPLK20000U - SCIENCE,Plant Ecophysiology in a Changing Climate,Master, 7.5,3, C,"Plant growth, reproduction and the geographical distribution of plant species are influenced by their interactions with the physical, chemical and biological environment. Plant Ecophysiology is the st...",Oral (20m),Pass 100%, 10, 8.93,0.0
NPLK14008U - SCIENCE,Plant Infection and Disease Management,Master, 7.5,1, B,"Sustainable management of plant diseases.Plant diseases caused by fungal, bacterial and viral pathogens constitute a major challenge for crop production, destroying crops, reducing yields and sometime...",Oral (20m),Pass 100%, 10, 8.87,0.0
NBIA04015U - SCIENCE,Plant Molecular Biology (PlantMolBiol),Bachelor, 7.5,4, C,Lectures and seminars cover:reproductive and vegetative developmentgenome analysis and gene regulationlight and hormone signalingenvironmental stress & diseaseapplied plant biotechnology Laborator...,Continuous Assesment,Pass 89.47%, 10, 7.84,10.530000000000001
NPLK14019U - SCIENCE,Plant Nutrition and Soil Fertility,Master, 7.5,1, C,"The course is organized in three major themes:Theme 1, Soil Fertility: The key-parameters controlling plant nutrient availability in soil, soil organic matter stability, carbon sequestration and emiss...","Continuous Assesment
Written (2h)",Pass 100%, 7, 8.17,0.0
NPLB21000U - SCIENCE,Plant Pathology: Crop Diseases and Food Security,Bachelor, 7.5,4, A,"Plant diseases threaten food security and food safety (UN development goals #23). Thus, they reduce crop production by an average of 20% at farm level. About 25% of all foods are suspected to be conta...",Written (4h),Pass 88.24%, 4, 4.76,11.760000000000005
LSLS10166U - SCIENCE,Planter og plantevækst i byen,Bachelor, 15,3-4, A,"Kurset arbejder med følgende overordnede emner:Planter:Grundlæggende systematik, morfologi, anatomi og fysiologi i en urban kontekst Plantekendskab med vægt på kultiverede såvel som naturligt hjemmeh...",Oral (30m),Pass 100%, 7, 7.69,0.0
NIGB23003U - SCIENCE,Planter og teknologi i landskabsarkitektur 1,Bachelor, 15,1, A,"Planter og teknologi 1 er et studio-kusus. Kurset undersøger og udforsker funktionelle, biologiske, miljømæssige og teknologiske aspekter i landskabsarkitektur gennem en række fagligt tematiserede kur...",Assignment,Pass 100%, 10, 8.89,0.0
NIGB15029U - SCIENCE,Planter og teknologi i landskabsarkitektur 2,Bachelor, 15,2, A,Planter og teknologi i landskabsarkitektur 2 er et studio-kursus. Kurset undersøger og udforsker hvordan man planlægger og projekterer et landskabsarkitektprojekt fra koncept til hovedprojekt med funk...,"Assignment
Oral (30m)",Pass 100%, 10, 9.61,0.0
LSLS10151U - SCIENCE,"Planter, design og projektering",Bachelor, 15,2, Other,Dette kursus er en introduktion til at arbejde med planter og at designe med planter. Derudover arbejdes der med det tekniske tegningsmateriale som en projektering kræver.Kurset skal yderligere give d...,"Assignment
Assignment (40m)",Pass 93.94%, 10, 8.09,6.060000000000002
NFOK21001U - SCIENCE,Plants for Foods 2– Processing and Functionality,Master, 7.5,3, A,This course will address the rising need and demand for more sustainable foods. The focus will be on enzymatic technologies and chemical/physical processes to obtain foods and ingredients from plants ...,Oral (25m),Pass 95.74%, 10, 9.96,4.260000000000005
NPLK21001U - SCIENCE,Plants in Populations and Communities,Master, 7.5,1, C,"Plant ecology is the scientific study of biotic and abiotic interactions that determine the abundance, distribution and patterns of diversity of populations and communities. This course focuses on the...",Continuous Assesment,Pass 84.21%, 10, 8.17,15.790000000000006
NIFK15004U - SCIENCE,Political Ecology,Master, 7.5,1, A,"Environmental sustainability challenges such as land degradation, deforestation and climate change are complex processes and often cannot be understood in isolation from broader dynamics of economic a...",Oral (20m),Pass 100%, 10, 9.49,0.0
NBIA09043U - SCIENCE,Population Genetics,Master, 7.5,3, C,The amount of molecular genetic data (especially nucleotide sequences) has increased tremendously in recent years and is expected to explode as the next generation sequencing methods become standard t...,"Assignment
Oral (20m)",Pass 91.11%, 10, 8.04,8.89
NBIA04026U - SCIENCE,Populationsbiologi (Popbiol),Bachelor, 7.5,2, C,"Kurset præsenterer populationsbiologiens grundbegreber og teoretiske grundlag, samt introducerer en række studier af planters og dyrs populationsbiologi. Botanisk og zoologisk populationsbiologi integ...",ITX (4h),Pass 99.41%, 10, 8.6,0.5900000000000034
NMAK15000U - SCIENCE,Practical Financial Optimization,Master, 7.5,Summer, A,"Week OneDay 1 Introduction to GAMS using mean variance/ mean standard deviation optimization.Day 2 Continued introduction to GAMS. Adding practical constraints such as fixed costs, size constraints an...",Oral (15m),Pass 100%, 10, 10,0.0
NIFK23006U - SCIENCE,Practicing Interdisciplinary Field Research on the Environment,Master, 15,3, Other,"This course gives students the opportunity to gain skills in designing, implementing and reporting field research on natural resources/environment/agriculture in interdisciplinary groups. The course e...","Oral (45m)
Assignment",Pass 100%, 12, 11.49,0.0
LSLS10116U - SCIENCE,Praktik A (SLING),Bachelor, 30,1-2, Other,Forudsætninger for et vellykket praktikophold samt retningslinier for studerende og praktikværter er beskrevet på hjemmesiden https://skovskolen.ku.dk/praktik/.Praktikken kan aftales i offentlige og p...,"Other
Oral (20m)",Pass 100%, 12, 10.6,0.0
LSLS10141U - SCIENCE,Praktik A (ULing),Bachelor, 30,"1, 3", Other,"Under praktikken vil du følge dit praktiksteds daglige gang og indgå som praktikant i dit team/enhed/afdeling/sektion...Du vil samtidig være tilknyttet en studiegruppe med studerende fra Skovskolen, s...",Oral (20m),Pass 100%, 10, 10.27,0.0
LSLS20168U - SCIENCE,Praktik AB (SLING),Bachelor, 45,1-3, Other,Forudsætninger for et vellykket praktikophold samt retningslinier for studerende og praktikværter er beskrevet på hjemmesiden https://skovskolen.ku.dk/praktik/.Praktikken kan aftales i offentlige og p...,"Other
Oral (20m)",Pass 100%, 10, 9.76,0.0
LSLS10168U - SCIENCE,Praktik AB (SLING),Bachelor, 45,1-3, Other,Forudsætninger for et vellykket praktikophold samt retningslinier for studerende og praktikværter er beskrevet på hjemmesiden https://skovskolen.ku.dk/praktik/.Praktikken kan aftales i offentlige og p...,"Other
Oral (20m)",Pass 96.43%, 10, 9.22,3.569999999999993
LSLS10169U - SCIENCE,Praktik AB (ULing),Bachelor, 45,1-3, Other,Forudsætninger for et vellykket praktikophold samt retningslinier for studerende og praktikværter er beskrevet på hjemmesiden https://skovskolen.ku.dk/praktik/.Praktikken kan aftales i offentlige og p...,"Assignment
Oral (20m)",Pass 100%, 10, 10.67,0.0
LSLS10117U - SCIENCE,Praktik B (SLING),Bachelor, 15,3, Other,Forudsætninger for et vellykket praktikophold samt retningslinier for studerende og praktikværter er beskrevet på hjemmesiden https://skovskolen.ku.dk/praktik/.Praktikken kan aftales i offentlige og p...,Other,Pass 100%, 10, 10,0.0
LSLS10142U - SCIENCE,Praktik B (ULing),Bachelor, 15,3-4, Other,Forudsætninger for et vellykket praktikophold samt retningslinier for studerende og praktikværter er beskrevet på hjemmesiden https://skovskolen.ku.dk/praktik/.Praktikken kan aftales i offentlige og p...,Other,Pass 100%, 10, 9.09,0.0
NIGB21029U - SCIENCE,Praktisk klimatologi og hydrologi i det overfladenære miljø,Bachelor, 7.5,4, B,"Kurset introducerer de studerende til selv at foretage feltmålinger og indhente data fra eksisterende kilder, samt efterfølgende analyse af målte klimatiske og hydrologiske variable fra det overfladen...","Assignment
Oral (20m)",Pass 100%, 7, 7.96,0.0
LSLS10134U - SCIENCE,Praktisk naturforvaltning,Bachelor, 15,3-4, C,* Introduktion til praktisk naturforvaltning * Plejemetoder * Pleje af lysåbne naturtyper * Udarbejdelses af landskabsanalyser * Vandløbspleje * Kendskab til genopretning og restaurering af natur...,Oral (30m),Pass 100%, 7, 7.94,0.0
LSLS20134U - SCIENCE,Praktisk naturforvaltning,Bachelor, 15,3-4, C,* Introduktion til praktisk naturforvaltning * Plejemetoder * Pleje af lysåbne naturtyper * Udarbejdelses af landskabsanalyser * Vandløbspleje * Kendskab til genopretning og restaurering af natur...,Oral (30m),Pass 100%, 7, 7.94,0.0
NIFK23000U - SCIENCE,Preparing Global Forestry Fieldwork,Master, 7.5,2, C,The course is a preparatory course for the Global Forestry Field Course (subsequently organised by the University of Padova and the Technical University of Dresden): the focus is on developing a minor...,Other,Pass 100%, 10, 9.94,0.0
NDAA09031U - SCIENCE,Proactive Computer Security (PCS),Master, 7.5,4, A,"The goal of this course is to give students an introduction to IT security on a deeper technical level. The syllabus primarily takes on the viewpoint of the attacker, with excursions into defensive te...",Continuous Assesment,Pass 86%, 10, 7.42,14.0
NDAK21004U - SCIENCE,Probabilistic Machine Learning (PML),Master, 7.5,2, A,"Uncertainty is a central concept in many areas of Science and Society, yet it is often neglected in Machine Learning. This course demonstrates how the probabilistic framework gives us a powerful langu...",Assignment,Pass 98.08%, 10, 9.56,1.9200000000000017
NGEB10011U - SCIENCE,Problemorienteret projektarbejde (ProjGeog),Bachelor, 15,3-4, B,"Kursets formål er at lære de studerende at udarbejde en selvstændig akademisk opgave med en geografisk problemstilling på elementært niveau, hvor der både lægges vægt på det metodiske, det opgavetekni...","Assignment
Oral (20m)",Pass 100%, 10, 9.78,0.0
NIGK21002U - SCIENCE,Processing of Seismic and Georadar Data,Master, 7.5,2, B,The course is focused on basic principles for data quality assessment and processing of seismic and ground-penetrating radar data.Basic principles and theoretical aspects of different processing metho...,Oral (20m),Pass 93.75%, 10, 8.38,6.25
NIFB14012U - SCIENCE,Produktionsøkonomi,Bachelor, 7.5,3, C,Kurset i produktionsøkonomi fokuserer på mikroøkonomien omkring produktion og optimering. Hovedspørgsmålet er hvordan produktionen bør optimeres i forhold til priser og restriktioner - både på kort og...,"Assignment
ITX (4h)",Pass 100%, 7, 6.9,0.0
LSLS10150U - SCIENCE,Professionsforståelse,Bachelor, 7.5,1, Other,"Dette kursus er en introduktion til hele uddannelsen. Kurset skal give den studerende en grundlæggende introduktion og forståelse, for såvel uddannelsens forskellige faglige grundelementer, arbejdsomr...",Other,Pass 97.22%, 10, 9.25,2.780000000000001
NDAK16005U - SCIENCE,Program Analysis and Transformation (PAT),Master, 7.5,4, C,The automated processing of program texts is central to Computer Science. The prime example of such processing is traditionally a compilation of high-level to low-level languages ­–  including the nec...,Continuous Assesment,Pass 100%, 10, 10.11,0.0
NDAB15009U - SCIENCE,Programmering og problemløsning (PoP),Bachelor, 15,1-2, A,Kurset giver en introduktion til programmering og til hvordan problemløsning struktureres vha. et program. Der gennemgås grundlæggende koncepter og terminologi indenfor programmering.  Der undervises ...,Continuous Assesment,Pass 91.64%, N/A, N/A,8.36
NDAB16008U - SCIENCE,Programming Language Design (PLD),Bachelor, 7.5,3, B,The course explores the design space of programming languages and how the design choices affect the implementation and other properties of the language.A brief history of programming languages is pres...,Assignment (7d),Pass 88.89%, 7, 5.8,11.11
NDAK14008U - SCIENCE,Programming Massively Parallel Hardware (PMPH),Master, 7.5,1, C,"In simple words, the aim of the course is to teach students how to write programs that run fast on highly-parallel hardware, such as general-purpose graphics processing units (GPGPUs), which are now m...",Continuous Assesment,Pass 100%, 12, 10.33,0.0
NIGK15021U - SCIENCE,"Programming, Customization and Automation in GIS",Master, 7.5,4, A,Students aiming for higher technical expertise within Geographical Information Systems (GIS) will need to master a certain level of programming and related techniques for creating customized GIS funct...,"Oral (20m)
Assignment",Pass 100%, 10, 9.71,0.0
NNEK24015U - SCIENCE,Project Evaluations in Sport and Health,Master, 7.5,1, C,"The course aims to provide students with the kowledge and competencies necessary to understand the rationale and evidence for the design, implementation and evaluation of community-based interventions...","Assignment
Oral (30m)",Pass 100%, 7, 7.67,0.0
NMAK14028U - SCIENCE,Project in Statistics,Master, 7.5,4, B,"This project course on advanced statistical modeling is a compulsory part of the MSc program in statistics. The content of the course presumes a mathematical level corresponding to this MSc programme,...",Assignment,Pass 89.19%, 7, 7.05,10.810000000000002
LFKK10278U - SCIENCE,Project Management,Master, 7.5,3, A,"Projects are increasingly the organisational principle in most science related sectors. Technological innovation, organisational development and change processes, development aid and capacity-buildin...",ITX (4h),Pass 95%, 7, 7.75,5.0
NBIB14028U - SCIENCE,Projektkursus: Biokemi,Bachelor, 7.5,4, A,Teoretisk kursus i biokemi med hovedvægt på læsning af originallitteratur samt mundtlig og skriftlig præsentation af et afgrænset emne inden for biokemi. I kurset indgår vejledning i mundtlig og skri...,Assignment (16d),Pass 85.07%, 7, 7.25,14.930000000000007
LSLS10135U - SCIENCE,Projektledelse,Bachelor, 7.5,2, C,"På dette kursus arbejdes der med følgende temaer:Introduktion: Hvad er et projekt, projektarbejdsformen, grundmodeller, projektledelsen. Projektets historie: Organisationsformen, ledelsesformen Projek...",Oral (30m),Pass 91.8%, 8.5, 8.36,8.200000000000003
LSLS20135U - SCIENCE,Projektledelse,Bachelor, 7.5,2, C,"Introduktion: Hvad er et projekt, projektarbejdsformen, grundmodeller, projektledelsen. Projektets historie: Organisationsformen, ledelsesformen Projektarbejdsformen: Kendetegn, projekttyper, projek...",Oral (30m),Pass 91.8%, 8.5, 8.36,8.200000000000003
NBIK22003U - SCIENCE,Protein Research Lab - Intrinsically Disordered Proteins,Master, 7.5,1, A,This is a research-integrating experimental laboratory course. It is based on a seven weeks teaching period with 3 x 8 hours/week of student directed research on intrinsically disordered proteins (IDP...,Continuous Assesment,Pass 100%, N/A, N/A,0.0
NBIA06017U - SCIENCE,Protein Science A (ProtSciA),Bachelor, 15,1, Other,Seven weeks teaching period with 4 x 2 hours theoretical teaching a week and 80 hours of obligatory laboratory work distributed over six weeks. Teaching will be in a colloquium format with a total of ...,"ITX (2h)
Oral (20m)",Pass 100%, 12, 9.78,0.0
NBIA06019U - SCIENCE,Protein Science C (ProtSciC),Bachelor, 7.5,1, A,Seven weeks teaching period with 4x 2 hours theoretical teaching a week. Teaching will be in colloquium form with a total of 9-12 subjects covered. Each subject is assigned either 2x 2 hours or 1x 2 h...,"ITX (2h)
Oral (20m)",Pass 82.35%, 10, 7.47,17.650000000000006
NKEK22004U - SCIENCE,Protein Structure and Function in Biomedicine and Sustainable Biotechnology,Master, 7.5,Summer, A,"Protein science is central in the fundamental understanding of how organisms function, but also in the application and significance of proteins in sustainable biotechnologies and biomedicine. The func...",Assignment (36h),Pass 100%, 10, 8.52,0.0
NBIB16002U - SCIENCE,Proteinkemi og enzymologi for biologer,Bachelor, 7.5,3, C,"Kurset omhandler proteiners molekylære struktur og funktion. I kurset gennemgås aminosyrernes kemiske egenskaber, og de fundamentale, atomare og molekylære vekselvirksninger som de indgår i, i protein...",ITX (4h),Pass 97.06%, 10, 8.65,2.9399999999999977
NBIB14029U - SCIENCE,Proteinvidenskab og enzymteknologi,Bachelor, 15,3, Other,"Undervisningen omfatter proteiners kemiske og strukturelle egenskaber, aminosyresidekædernes reaktivitet, foldning og stabilitet, protein-protein og protein-ligand interaktioner, rekombinant proteinek...",ITX (4h),Pass 75%, 4, 4.29,25.0
NBIK14009U - SCIENCE,Protists - Eukaryotic Microbiology,Master, 7.5,2, C,"Identification, isolation, nutrition, life histories, fylogeny and behaviour of unicellular, free-living organisms. The course includes groups of organisms, which traditionally belong to algae, protoz...","Assignment
Oral (20m)",Pass 100%, 10, 8,0.0
NNEK24001U - SCIENCE,Public Health Nutrition: National and International Perspectives,Master, 7.5,1, B,"Populations around the world are exposed to nutrition-related health problems emerging from unbalanced diets at different life stages, in many settings accelerated by climate change. Short- or long-te...",Oral (20m),Pass 100%, 8.5, 7.5,0.0
NKEB23000U - SCIENCE,Python for nanoscience (NanoPython),Bachelor, 7.5,1, A,"Kurset indeholder en række øvelser, samt den nødvendige teori herfor. Computersimulationsøvelserne benytter molekylær-dynamiske simuleringsmetoder, som også præsenteres i kurset. Molekylær dynamiske s...",Continuous Assesment,Pass 86.36%, N/A, N/A,13.64
NDAB21003U - SCIENCE,Python programmering til datavidenskab,Bachelor, 7.5,2, C,"Kurset er en introduktion til programmering i Python med fokus på databehandling og -analyse. Kurset indeholder grundlæggende begreber fra programmering såsom datatyper, kontrolstrukturer, løkker, fun...",Written (4h),Pass 78%, 7, 5.22,22.0
NDAB24000U - SCIENCE,Python Programming for Data Science,Bachelor, 7.5,1, B,"This course is an introduction to programming in Python, with focus on data processing and analysis. It includes basic programming concepts such as data types, conditionals, loops, functions, object o...",ITX (2h),Pass 96.8%, 7, 7.69,3.200000000000003
NIGK23000U - SCIENCE,Quantitative and Qualitative Methods in Environment and Development,Master, 7.5,2, C,"This course focuses on data collection instruments and analytical approaches to understanding coupled human-environment systems, in particular methods to address current environmental and development ...","Assignment
Oral (20m)",Pass 100%, 10, 8.53,0.0
NFOK14025U - SCIENCE,Quantitative Bio-spectroscopy,Master, 7.5,2, C,"The Danish food, pharma and biotech industries have in recent years shown a steadily increased interest in developing and adapting spectroscopic measurement techniques for rapid quality control and fo...",Oral (20m),Pass 100%, 7, 8.38,0.0
NIGB21018U - SCIENCE,Quantitative Problem-Solving in Geosciences,Bachelor, 7.5,3, B,"The course begins by refreshing some important quantitative tools (e.g., derivatives, integrals, regression, etc.) and focuses for the most part on quantitative problem-solving in the context of vario...",Written (4h),Pass 77.42%, 4, 4.48,22.58
NMAK10020U - SCIENCE,Quantitative Risk Management (QRM),Master, 7.5,3, C,Risk measuresExtreme value theoryMultivariate distributions and dependenceCopulasCredit modeling and operational risk modeling,Written (3h),Pass 69.35%, 4, 4.82,30.650000000000006
NDAK24010U - SCIENCE,Quantum Error Correction (QEC),Master, 7.5,2, B,"The course will cover the basic theory of quantum error correction and fault-tolerance, including the following specific topics:Basics of classical coding theory, parity check matrices, tanner graphs ...",ITX (4h),Pass 93.33%, 7, 6.8,6.670000000000002
NFYK13004U - SCIENCE,Quantum Field Theory 1,Master, 7.5,3, A,This course is an introduction to Quantum Field Theory. Emphasis is on the part of quantum field theory which is not just relativitic quantum mechanics. The path integral formulation of quantum mecha...,Oral (25m),Pass 75%, 7, 7.26,25.0
NMAK14020U - SCIENCE,Quantum Information Theory (QIT),Master, 7.5,2, C,"The course gives an introduction to Quantum Information Theory. The subject is interdisciplinary in nature, developing concepts and ideas from computer science and information theory on the background...",Written (4h),Pass 100%, 10, 9.45,0.0
NFYK24003U - SCIENCE,Quantum Nanoelectronics,Master, 7.5,3, A,"We aim at giving a theoretical introduction to selected topics in nanoelectronics, with emphasis on quantum phenomena that are relevant for the current experimental research, e.g. for efforts to devel...",Oral (20m),Pass 92.86%, 7, 7.57,7.140000000000001
NFYK13006U - SCIENCE,Quantum Optics,Master, 7.5,3, C,"The course introduces quantum optics, i.e. the quantum mechanical aspects of the interaction between light and matter. The photon concept is introduced with the quantization of the free electromagneti...",Oral (25m),Pass 92.31%, 10, 8.15,7.689999999999998
NFYB22000U - SCIENCE,Quantum Phenomena in Nanosystems (Nano3),Bachelor, 7.5,3, C,"The aim of the course is to give students an introduction to experimental nanoelectronics and thus, an understanding of quantum phenomena and electron transport in nanosystems. The course integrates t...","Continuous Assesment
Oral (20m)",Pass 100%, 10, 10.17,0.0
NFYK14039U - SCIENCE,Radioactive Isotopes and Ionizing Radiation,Master, 7.5,3, C,"Radioactive and stable isotopes, radioactive decay and types of radiation. Natural and induced radioactivity. Absorption and scattering of radiation in matter. Energy deposition in biological tissue. ...",Written (3h),Pass 100%, N/A, N/A,0.0
NDAK14005U - SCIENCE,Randomised Algorithms (RA),Master, 7.5,4, B,"Randomised algorithms are often far superior to their traditional deterministic counterparts, both in efficiency and simplicity. Many computational tasks are fundamentally impossible without randomisa...",Oral (30m),Pass 86.67%, 12, 10.31,13.329999999999998
NDAB18001U - SCIENCE,Randomiserede algoritmer til dataanalyse (RAD),Bachelor, 7.5,4, C,"Randomiserede algoritmer er ofte deres traditionelle deterministiske modstykker overlegne. Mange beregningsproblemer er i praksis umulige uden brug af randomisering.Anvendelsesområder, såsom grafalgor...",Oral (30m),Pass 85.29%, 7, 6.21,14.709999999999994
NFOB14014U - SCIENCE,Råvarekvalitet,Bachelor, 7.5,3, A,"Kurset omhandler råvarerne kød, mælk og vegetabilier (som korn, frugt, grøntsager, bælgfrugter og råvarer til vegetabilske olier). I kurset undervises der i råvarernes opbygning, kemiske sammensætning...",ITX (4h),Pass 95.52%, 7, 6.2,4.480000000000004
NKEK13007U - SCIENCE,Reactions and Synthesis in Medicinal Chemistry (KemiMed),Master, 15,1-2, A,The topics are: C-alkylation; Formation and reactions of enolates; Stereospecific aldol-additions; Chiral auxilaries; Functional groups and molecular carbon framework; Movement of electrons in chemica...,Oral (30m),Pass 87.5%, 10, 7.23,12.5
NDAB19001U - SCIENCE,Reactive and Event Based Systems (REB),Bachelor, 7.5,2, B,"In this advanced course, you will get the chance to learn about the basics of reactive and event-based systems, as well as research-based technologies for implementing reactive and event-based systems...",Oral (20m),Pass 100%, 12, 10.63,0.0
NNEB18003U - SCIENCE,Redskabsgymnastik og motoriske færdigheder,Bachelor, 7.5,3-4, A,"Kurset omfatter redskabs- og springgymnastik samt teorier, overordnede principper og øvelser til indlæring af motoriske færdigheder i idræt.Centrale emner er: - basisforudsætninger og grundlæggende b...",Other,Pass 85.6%, 7, 7.46,14.400000000000006
NMAA05077U - SCIENCE,Regnskab og jura (Regn&amp;Jura2),Bachelor, 7.5,3, B,"Kurset giver en oversigt over regnskabs- og tilsynsstandarder inden for forsikring og pension. Kurset har til hensigt at give den studerende indsigt i den lovgivning, som danner rammen for forsikrings...",Oral (20m),Pass 96.08%, 10, 8.31,3.9200000000000017
NIFB14034U - SCIENCE,Regnskab og økonomistyring,Bachelor, 7.5,2, C,"Kurset omfatter introduktion til: - grundlæggende regnskabsforståelse (resultatsopgørelse, likviditet og balance) - regnskabsanalyse (fx økonomiske nøgletal samt deres informationsværdi og validitet...",Oral (20m),Pass 81.25%, 10, 7.63,18.75
NMAK11022U - SCIENCE,Regression (Reg),Master, 7.5,1, C,"Multiple linear regression and least squares methods.Generalized linear models.Survival regression models.Nonlinear effects and basis expansions.Parametric, semiparametric and nonparametric likelihood...",Continuous Assesment,Pass 91.23%, 10, 7.93,8.769999999999996
NMAB22011U - SCIENCE,Regression for Actuaries (RegAct),Bachelor, 7.5,1, C,"Multiple linear regression and least squares methods.Generalized linear models.Survival regression models.Nonlinear effects and basis expansions.Parametric, semiparametric and nonparametric likelihood...",Continuous Assesment,Pass 93.22%, 10, 8.92,6.780000000000001
NIGK17012U - SCIENCE,Remote Sensing in Land Science Studies,Master, 7.5,3, C,"Mapping Land-Use Land-Cover Change (LULCC) through satellite remote sensing offers valuable insights into understanding the trajectories, patterns, drivers, and consequences of land-cover alterations....","Assignment
Oral (20m)",Pass 100%, 10, 9.84,0.0
NIGK17010U - SCIENCE,Remote Sensing of the Bio-Geosphere,Master, 7.5,1, B,This competence-line course teaches state-of the art research of global-scale Earth Observation (EO) of our changing bio-geosphere. The theoretical background for monitoring various components of the ...,"Assignment
Oral (20m)",Pass 96%, 7, 8.48,4.0
NMAK20006U - SCIENCE,Riemannian Geometry,Master, 7.5,4, A,"Differentiable manifolds and vector bundlesLinear connections and the curvature tensorRiemannian metric, the Levi-Civita connectionCurvatureGeodesics and the exponential mapExtremal properties of geod...",Continuous Assesment,Pass 100%, N/A, N/A,0.0
